car_id,ride_date,deviation_normal,target_class
n16260385q,2020-02-01,7.94,engine_ignition
n16260385q,2020-02-02,10.574,engine_ignition
n16260385q,2020-02-03,9.685,engine_ignition
n16260385q,2020-02-04,10.13,engine_ignition
n16260385q,2020-02-05,7.6,engine_ignition
n16260385q,2020-02-06,6.11,engine_ignition
n16260385q,2020-02-07,7.201,engine_ignition
n16260385q,2020-02-08,8.485,engine_ignition
n16260385q,2020-02-09,11.958,engine_ignition
n16260385q,2020-02-10,14.974,engine_ignition
n16260385q,2020-02-11,13.069,engine_ignition
n16260385q,2020-02-12,15.84,engine_ignition
n16260385q,2020-02-13,13.981,engine_ignition
n16260385q,2020-02-14,18.092,engine_ignition
n16260385q,2020-02-15,15.725,engine_ignition
n16260385q,2020-02-16,12.447,engine_ignition
n16260385q,2020-02-17,7.061,engine_ignition
n16260385q,2020-02-18,31.015,engine_ignition
n16260385q,2020-02-19,27.897,engine_ignition
n16260385q,2020-02-20,29.861,engine_ignition
n16260385q,2020-02-21,28.998,engine_ignition
n16260385q,2020-02-22,28.768,engine_ignition
n16260385q,2020-02-23,27.698,engine_ignition
n16260385q,2020-02-24,33.129,engine_ignition
n16260385q,2020-02-25,32.491,engine_ignition
n16260385q,2020-02-26,34.763,engine_ignition
n16260385q,2020-02-27,36.763,engine_ignition
n16260385q,2020-02-28,37.46,engine_ignition
n16260385q,2020-02-29,37.825,engine_ignition
n16260385q,2020-03-01,37.811,engine_ignition
n16260385q,2020-03-02,33.516,engine_ignition
n16260385q,2020-03-03,32.089,engine_ignition
n16260385q,2020-03-04,29.507,engine_ignition
n16260385q,2020-03-05,27.635,engine_ignition
n16260385q,2020-03-06,29.979,engine_ignition
n16260385q,2020-03-07,30.151,engine_ignition
n16260385q,2020-03-08,29.25,engine_ignition
n16260385q,2020-03-09,27.453,engine_ignition
n16260385q,2020-03-10,25.668,engine_ignition
n16260385q,2020-03-11,24.968,engine_ignition
n16260385q,2020-03-12,22.495,engine_ignition
n16260385q,2020-03-13,22.15,engine_ignition
n16260385q,2020-03-14,29.185,engine_ignition
n16260385q,2020-03-15,25.319,engine_ignition
n16260385q,2020-03-16,30.661,engine_ignition
n16260385q,2020-03-17,26.71,engine_ignition
n16260385q,2020-03-18,24.157,engine_ignition
n16260385q,2020-03-19,22.502,engine_ignition
n16260385q,2020-03-20,24.644,engine_ignition
n16260385q,2020-03-21,21.902,engine_ignition
n16260385q,2020-03-22,19.206,engine_ignition
n16260385q,2020-03-23,20.623,engine_ignition
n16260385q,2020-03-24,13.718,engine_ignition
n16260385q,2020-03-25,10.526,engine_ignition
n16260385q,2020-03-26,13.172,engine_ignition
n16260385q,2020-03-27,7.757,engine_ignition
n16260385q,2020-03-28,1.986,engine_ignition
n16260385q,2020-03-29,-1.352,engine_ignition
n16260385q,2020-03-30,-0.168,engine_ignition
n16260385q,2020-03-31,2.146,engine_ignition
n16260385q,2020-04-01,-0.841,engine_ignition
m-2245548R,2020-01-01,0.0,engine_fuel
m-2245548R,2020-01-02,0.0,engine_fuel
m-2245548R,2020-01-03,0.0,engine_fuel
m-2245548R,2020-01-04,-0.0,engine_fuel
m-2245548R,2020-01-05,-0.0,engine_fuel
m-2245548R,2020-01-06,0.0,engine_fuel
m-2245548R,2020-01-07,0.0,engine_fuel
m-2245548R,2020-01-08,0.0,engine_fuel
m-2245548R,2020-01-09,0.0,engine_fuel
m-2245548R,2020-01-10,0.0,engine_fuel
m-2245548R,2020-01-11,0.0,engine_fuel
m-2245548R,2020-01-12,0.0,engine_fuel
m-2245548R,2020-01-13,0.0,engine_fuel
m-2245548R,2020-01-14,0.0,engine_fuel
m-2245548R,2020-01-15,0.0,engine_fuel
m-2245548R,2020-01-16,0.001,engine_fuel
m-2245548R,2020-01-17,0.0,engine_fuel
m-2245548R,2020-01-18,0.0,engine_fuel
m-2245548R,2020-01-19,0.0,engine_fuel
m-2245548R,2020-01-20,0.0,engine_fuel
m-2245548R,2020-01-21,0.0,engine_fuel
m-2245548R,2020-01-22,0.0,engine_fuel
m-2245548R,2020-01-23,0.0,engine_fuel
m-2245548R,2020-01-24,0.0,engine_fuel
m-2245548R,2020-01-25,0.0,engine_fuel
m-2245548R,2020-01-26,0.0,engine_fuel
m-2245548R,2020-01-27,0.0,engine_fuel
m-2245548R,2020-01-28,0.0,engine_fuel
m-2245548R,2020-01-29,-0.0,engine_fuel
m-2245548R,2020-01-30,0.0,engine_fuel
m-2245548R,2020-01-31,0.0,engine_fuel
m-2245548R,2020-02-01,0.0,engine_fuel
m-2245548R,2020-02-02,0.0,engine_fuel
m-2245548R,2020-02-03,0.0,engine_fuel
m-2245548R,2020-02-04,0.0,engine_fuel
m-2245548R,2020-02-05,0.0,engine_fuel
m-2245548R,2020-02-06,0.0,engine_fuel
m-2245548R,2020-02-07,0.0,engine_fuel
m-2245548R,2020-02-08,0.0,engine_fuel
m-2245548R,2020-02-09,0.0,engine_fuel
m-2245548R,2020-02-10,0.0,engine_fuel
m-2245548R,2020-02-11,0.0,engine_fuel
m-2245548R,2020-02-12,0.0,engine_fuel
m-2245548R,2020-02-13,-0.169,engine_fuel
m-2245548R,2020-02-14,-0.509,engine_fuel
m-2245548R,2020-02-15,-0.85,engine_fuel
m-2245548R,2020-02-16,-1.19,engine_fuel
m-2245548R,2020-02-17,-1.53,engine_fuel
m-2245548R,2020-02-18,-1.87,engine_fuel
m-2245548R,2020-02-19,-2.21,engine_fuel
m-2245548R,2020-02-20,-2.55,engine_fuel
m-2245548R,2020-02-21,-2.89,engine_fuel
m-2245548R,2020-02-22,-3.06,engine_fuel
m-2245548R,2020-02-23,-3.401,engine_fuel
m-2245548R,2020-02-24,-3.741,engine_fuel
m-2245548R,2020-02-25,-4.081,engine_fuel
m-2245548R,2020-02-26,-4.421,engine_fuel
m-2245548R,2020-02-27,-4.761,engine_fuel
m-2245548R,2020-02-28,-5.101,engine_fuel
m-2245548R,2020-02-29,-5.441,engine_fuel
m-2245548R,2020-03-01,-5.781,engine_fuel
m-2245548R,2020-03-02,-6.121,engine_fuel
m-2245548R,2020-03-03,-6.291,engine_fuel
m-2245548R,2020-03-04,-6.631,engine_fuel
m-2245548R,2020-03-05,-6.971,engine_fuel
m-2245548R,2020-03-06,-7.31,engine_fuel
m-2245548R,2020-03-07,-7.65,engine_fuel
m-2245548R,2020-03-08,-7.99,engine_fuel
m-2245548R,2020-03-09,-8.33,engine_fuel
m-2245548R,2020-03-10,-8.67,engine_fuel
m-2245548R,2020-03-11,-9.01,engine_fuel
m-2245548R,2020-03-12,-9.18,engine_fuel
m-2245548R,2020-03-13,-9.52,engine_fuel
m-2245548R,2020-03-14,-9.86,engine_fuel
m-2245548R,2020-03-15,-10.2,engine_fuel
m-2245548R,2020-03-16,-10.54,engine_fuel
m-2245548R,2020-03-17,-10.88,engine_fuel
m-2245548R,2020-03-18,-11.22,engine_fuel
m-2245548R,2020-03-19,-11.56,engine_fuel
m-2245548R,2020-03-20,-11.9,engine_fuel
m-2245548R,2020-03-21,-12.07,engine_fuel
m-2245548R,2020-03-22,-12.41,engine_fuel
m-2245548R,2020-03-23,-12.75,engine_fuel
m-2245548R,2020-03-24,-13.09,engine_fuel
m-2245548R,2020-03-25,-13.431,engine_fuel
m-2245548R,2020-03-26,-13.771,engine_fuel
m-2245548R,2020-03-27,-14.111,engine_fuel
m-2245548R,2020-03-28,-14.45,engine_fuel
m-2245548R,2020-03-29,-14.79,engine_fuel
m-2245548R,2020-03-30,-14.96,engine_fuel
m-2245548R,2020-03-31,-15.3,engine_fuel
m-2245548R,2020-04-01,-15.64,engine_fuel
S-1740592Q,2020-01-01,-2.543,engine_fuel
S-1740592Q,2020-01-02,-4.849,engine_fuel
S-1740592Q,2020-01-03,-4.066,engine_fuel
S-1740592Q,2020-01-04,-7.922,engine_fuel
S-1740592Q,2020-01-05,-10.063,engine_fuel
S-1740592Q,2020-01-06,-11.587,engine_fuel
S-1740592Q,2020-01-07,-8.178,engine_fuel
S-1740592Q,2020-01-08,-13.625,engine_fuel
S-1740592Q,2020-01-09,-13.025,engine_fuel
S-1740592Q,2020-01-10,-13.966,engine_fuel
S-1740592Q,2020-01-11,-13.937,engine_fuel
S-1740592Q,2020-01-12,-16.297,engine_fuel
S-1740592Q,2020-01-13,-16.675,engine_fuel
S-1740592Q,2020-01-14,-16.977,engine_fuel
S-1740592Q,2020-01-15,-19.002,engine_fuel
S-1740592Q,2020-01-16,-18.576,engine_fuel
S-1740592Q,2020-01-17,-17.066,engine_fuel
S-1740592Q,2020-01-18,-20.394,engine_fuel
S-1740592Q,2020-01-19,-15.998,engine_fuel
S-1740592Q,2020-01-20,-17.109,engine_fuel
S-1740592Q,2020-01-21,-8.392,engine_fuel
S-1740592Q,2020-01-22,-8.784,engine_fuel
S-1740592Q,2020-01-23,-10.186,engine_fuel
S-1740592Q,2020-01-24,-9.899,engine_fuel
S-1740592Q,2020-01-25,-8.848,engine_fuel
S-1740592Q,2020-01-26,-10.392,engine_fuel
S-1740592Q,2020-01-27,-19.119,engine_fuel
S-1740592Q,2020-01-28,-25.765,engine_fuel
S-1740592Q,2020-01-29,-25.697,engine_fuel
S-1740592Q,2020-01-30,-28.422,engine_fuel
S-1740592Q,2020-01-31,-30.186,engine_fuel
S-1740592Q,2020-02-01,-31.072,engine_fuel
S-1740592Q,2020-02-02,-29.6,engine_fuel
S-1740592Q,2020-02-03,-25.778,engine_fuel
S-1740592Q,2020-02-04,-28.727,engine_fuel
S-1740592Q,2020-02-05,-26.092,engine_fuel
S-1740592Q,2020-02-06,-26.912,engine_fuel
S-1740592Q,2020-02-07,-30.72,engine_fuel
S-1740592Q,2020-02-08,-26.734,engine_fuel
S-1740592Q,2020-02-09,-27.5,engine_fuel
S-1740592Q,2020-02-10,-29.719,engine_fuel
S-1740592Q,2020-02-11,-32.635,engine_fuel
S-1740592Q,2020-02-12,-35.733,engine_fuel
S-1740592Q,2020-02-13,-33.345,engine_fuel
S-1740592Q,2020-02-14,-32.719,engine_fuel
S-1740592Q,2020-02-15,-35.035,engine_fuel
S-1740592Q,2020-02-16,-39.776,engine_fuel
S-1740592Q,2020-02-17,-38.944,engine_fuel
S-1740592Q,2020-02-18,13.507,engine_fuel
S-1740592Q,2020-02-19,15.773,engine_fuel
S-1740592Q,2020-02-20,12.736,engine_fuel
S-1740592Q,2020-02-21,14.171,engine_fuel
S-1740592Q,2020-02-22,12.446,engine_fuel
S-1740592Q,2020-02-23,7.5,engine_fuel
S-1740592Q,2020-02-24,7.858,engine_fuel
S-1740592Q,2020-02-25,6.283,engine_fuel
S-1740592Q,2020-02-26,13.555,engine_fuel
S-1740592Q,2020-02-27,13.739,engine_fuel
S-1740592Q,2020-02-28,15.33,engine_fuel
S-1740592Q,2020-02-29,6.488,engine_fuel
S-1740592Q,2020-03-01,10.435,engine_fuel
S-1740592Q,2020-03-02,8.253,engine_fuel
S-1740592Q,2020-03-03,7.581,engine_fuel
S-1740592Q,2020-03-04,7.338,engine_fuel
S-1740592Q,2020-03-05,11.745,engine_fuel
S-1740592Q,2020-03-06,10.387,engine_fuel
S-1740592Q,2020-03-07,10.438,engine_fuel
S-1740592Q,2020-03-08,9.825,engine_fuel
S-1740592Q,2020-03-09,3.705,engine_fuel
S-1740592Q,2020-03-10,4.262,engine_fuel
S-1740592Q,2020-03-11,2.618,engine_fuel
S-1740592Q,2020-03-12,1.196,engine_fuel
S-1740592Q,2020-03-13,2.255,engine_fuel
S-1740592Q,2020-03-14,0.559,engine_fuel
S-1740592Q,2020-03-15,2.134,engine_fuel
S-1740592Q,2020-03-16,-0.528,engine_fuel
S-1740592Q,2020-03-17,-5.852,engine_fuel
S-1740592Q,2020-03-18,-7.251,engine_fuel
S-1740592Q,2020-03-19,-1.582,engine_fuel
S-1740592Q,2020-03-20,-3.252,engine_fuel
S-1740592Q,2020-03-21,-4.825,engine_fuel
S-1740592Q,2020-03-22,-9.331,engine_fuel
S-1740592Q,2020-03-23,-15.166,engine_fuel
S-1740592Q,2020-03-24,-10.257,engine_fuel
S-1740592Q,2020-03-25,-6.306,engine_fuel
S-1740592Q,2020-03-26,-11.143,engine_fuel
S-1740592Q,2020-03-27,-10.284,engine_fuel
S-1740592Q,2020-03-28,-12.76,engine_fuel
S-1740592Q,2020-03-29,-12.721,engine_fuel
S-1740592Q,2020-03-30,-12.023,engine_fuel
S-1740592Q,2020-03-31,-15.699,engine_fuel
S-1740592Q,2020-04-01,-21.19,engine_fuel
f-1368188Z,2020-01-01,0.094,engine_ignition
f-1368188Z,2020-01-02,-2.215,engine_ignition
f-1368188Z,2020-01-03,-3.992,engine_ignition
f-1368188Z,2020-01-04,-7.3,engine_ignition
f-1368188Z,2020-01-05,-4.78,engine_ignition
f-1368188Z,2020-01-06,-2.524,engine_ignition
f-1368188Z,2020-01-07,0.546,engine_ignition
f-1368188Z,2020-01-08,3.102,engine_ignition
f-1368188Z,2020-01-09,3.326,engine_ignition
f-1368188Z,2020-01-10,-0.288,engine_ignition
f-1368188Z,2020-01-11,3.458,engine_ignition
f-1368188Z,2020-01-12,4.87,engine_ignition
f-1368188Z,2020-01-13,2.372,engine_ignition
f-1368188Z,2020-01-14,7.165,engine_ignition
f-1368188Z,2020-01-15,10.014,engine_ignition
f-1368188Z,2020-01-16,5.664,engine_ignition
f-1368188Z,2020-01-17,4.422,engine_ignition
f-1368188Z,2020-01-18,2.868,engine_ignition
f-1368188Z,2020-01-19,-0.269,engine_ignition
f-1368188Z,2020-01-20,4.677,engine_ignition
f-1368188Z,2020-01-21,7.73,engine_ignition
f-1368188Z,2020-01-22,6.557,engine_ignition
f-1368188Z,2020-01-23,7.918,engine_ignition
f-1368188Z,2020-01-24,8.49,engine_ignition
f-1368188Z,2020-01-25,4.889,engine_ignition
f-1368188Z,2020-01-26,2.683,engine_ignition
f-1368188Z,2020-01-27,4.239,engine_ignition
f-1368188Z,2020-01-28,2.463,engine_ignition
f-1368188Z,2020-01-29,0.271,engine_ignition
f-1368188Z,2020-01-30,-1.696,engine_ignition
f-1368188Z,2020-01-31,2.221,engine_ignition
f-1368188Z,2020-02-01,1.355,engine_ignition
f-1368188Z,2020-02-02,0.604,engine_ignition
f-1368188Z,2020-02-03,-3.496,engine_ignition
f-1368188Z,2020-02-04,-5.996,engine_ignition
f-1368188Z,2020-02-05,-7.758,engine_ignition
f-1368188Z,2020-02-06,-7.603,engine_ignition
f-1368188Z,2020-02-07,-2.715,engine_ignition
f-1368188Z,2020-02-08,-0.853,engine_ignition
f-1368188Z,2020-02-09,-3.474,engine_ignition
f-1368188Z,2020-02-10,-6.403,engine_ignition
f-1368188Z,2020-02-11,-2.976,engine_ignition
f-1368188Z,2020-02-12,0.266,engine_ignition
f-1368188Z,2020-02-13,3.492,engine_ignition
f-1368188Z,2020-02-14,1.512,engine_ignition
f-1368188Z,2020-02-15,3.675,engine_ignition
f-1368188Z,2020-02-16,1.702,engine_ignition
f-1368188Z,2020-02-17,-1.335,engine_ignition
f-1368188Z,2020-02-18,0.439,engine_ignition
f-1368188Z,2020-02-19,3.337,engine_ignition
f-1368188Z,2020-02-20,16.372,engine_ignition
f-1368188Z,2020-02-21,15.962,engine_ignition
f-1368188Z,2020-02-22,16.494,engine_ignition
f-1368188Z,2020-02-23,9.228,engine_ignition
f-1368188Z,2020-02-24,14.256,engine_ignition
f-1368188Z,2020-02-25,12.713,engine_ignition
f-1368188Z,2020-02-26,16.445,engine_ignition
f-1368188Z,2020-02-27,15.183,engine_ignition
f-1368188Z,2020-02-28,14.805,engine_ignition
f-1368188Z,2020-02-29,14.066,engine_ignition
f-1368188Z,2020-03-01,14.097,engine_ignition
f-1368188Z,2020-03-02,13.12,engine_ignition
f-1368188Z,2020-03-03,9.598,engine_ignition
f-1368188Z,2020-03-04,18.177,engine_ignition
f-1368188Z,2020-03-05,18.668,engine_ignition
f-1368188Z,2020-03-06,21.523,engine_ignition
f-1368188Z,2020-03-07,24.69,engine_ignition
f-1368188Z,2020-03-08,25.155,engine_ignition
f-1368188Z,2020-03-09,24.906,engine_ignition
f-1368188Z,2020-03-10,27.561,engine_ignition
f-1368188Z,2020-03-11,29.66,engine_ignition
f-1368188Z,2020-03-12,28.791,engine_ignition
f-1368188Z,2020-03-13,25.596,engine_ignition
f-1368188Z,2020-03-14,25.398,engine_ignition
f-1368188Z,2020-03-15,20.435,engine_ignition
f-1368188Z,2020-03-16,23.503,engine_ignition
f-1368188Z,2020-03-17,23.025,engine_ignition
f-1368188Z,2020-03-18,26.207,engine_ignition
f-1368188Z,2020-03-19,27.267,engine_ignition
f-1368188Z,2020-03-20,24.411,engine_ignition
f-1368188Z,2020-03-21,26.019,engine_ignition
f-1368188Z,2020-03-22,25.498,engine_ignition
f-1368188Z,2020-03-23,25.681,engine_ignition
f-1368188Z,2020-03-24,24.143,engine_ignition
f-1368188Z,2020-03-25,23.084,engine_ignition
f-1368188Z,2020-03-26,20.839,engine_ignition
f-1368188Z,2020-03-27,19.267,engine_ignition
f-1368188Z,2020-03-28,20.257,engine_ignition
f-1368188Z,2020-03-29,23.126,engine_ignition
f-1368188Z,2020-03-30,23.429,engine_ignition
f-1368188Z,2020-03-31,23.679,engine_ignition
f-1368188Z,2020-04-01,26.336,engine_ignition
B-8479157Q,2020-01-01,2.666,engine_ignition
B-8479157Q,2020-01-02,-2.22,engine_ignition
B-8479157Q,2020-01-03,3.595,engine_ignition
B-8479157Q,2020-01-04,5.6,engine_ignition
B-8479157Q,2020-01-05,4.595,engine_ignition
B-8479157Q,2020-01-06,6.984,engine_ignition
B-8479157Q,2020-01-07,10.836,engine_ignition
B-8479157Q,2020-01-08,15.359,engine_ignition
B-8479157Q,2020-01-09,17.136,engine_ignition
B-8479157Q,2020-01-10,16.083,engine_ignition
B-8479157Q,2020-01-11,15.2,engine_ignition
B-8479157Q,2020-01-12,21.159,engine_ignition
B-8479157Q,2020-01-13,25.575,engine_ignition
B-8479157Q,2020-01-14,20.391,engine_ignition
B-8479157Q,2020-01-15,20.253,engine_ignition
B-8479157Q,2020-01-16,24.245,engine_ignition
B-8479157Q,2020-01-17,26.237,engine_ignition
B-8479157Q,2020-01-18,24.324,engine_ignition
B-8479157Q,2020-01-19,25.345,engine_ignition
B-8479157Q,2020-01-20,24.041,engine_ignition
B-8479157Q,2020-01-21,21.655,engine_ignition
B-8479157Q,2020-01-22,23.135,engine_ignition
B-8479157Q,2020-01-23,23.567,engine_ignition
B-8479157Q,2020-01-24,24.404,engine_ignition
B-8479157Q,2020-01-25,24.285,engine_ignition
B-8479157Q,2020-01-26,24.154,engine_ignition
B-8479157Q,2020-01-27,25.558,engine_ignition
B-8479157Q,2020-01-28,27.585,engine_ignition
B-8479157Q,2020-01-29,31.222,engine_ignition
B-8479157Q,2020-01-30,27.384,engine_ignition
B-8479157Q,2020-01-31,27.112,engine_ignition
B-8479157Q,2020-02-01,25.7,engine_ignition
B-8479157Q,2020-02-02,20.175,engine_ignition
B-8479157Q,2020-02-03,22.38,engine_ignition
B-8479157Q,2020-02-04,21.589,engine_ignition
B-8479157Q,2020-02-05,21.057,engine_ignition
B-8479157Q,2020-02-06,22.303,engine_ignition
B-8479157Q,2020-02-07,15.655,engine_ignition
B-8479157Q,2020-02-08,16.359,engine_ignition
B-8479157Q,2020-02-09,13.682,engine_ignition
B-8479157Q,2020-02-10,17.217,engine_ignition
B-8479157Q,2020-02-11,19.117,engine_ignition
B-8479157Q,2020-02-12,21.451,engine_ignition
B-8479157Q,2020-02-13,21.646,engine_ignition
B-8479157Q,2020-02-14,23.923,engine_ignition
B-8479157Q,2020-02-15,27.827,engine_ignition
B-8479157Q,2020-02-16,29.227,engine_ignition
B-8479157Q,2020-02-17,29.162,engine_ignition
B-8479157Q,2020-02-18,28.196,engine_ignition
B-8479157Q,2020-02-19,31.745,engine_ignition
B-8479157Q,2020-02-20,31.268,engine_ignition
B-8479157Q,2020-02-21,36.43,engine_ignition
B-8479157Q,2020-02-22,34.134,engine_ignition
B-8479157Q,2020-02-23,31.221,engine_ignition
B-8479157Q,2020-02-24,32.482,engine_ignition
B-8479157Q,2020-02-25,37.175,engine_ignition
B-8479157Q,2020-02-26,37.188,engine_ignition
B-8479157Q,2020-02-27,31.991,engine_ignition
B-8479157Q,2020-02-28,39.764,engine_ignition
B-8479157Q,2020-02-29,45.417,engine_ignition
B-8479157Q,2020-03-01,47.224,engine_ignition
B-8479157Q,2020-03-02,45.999,engine_ignition
B-8479157Q,2020-03-03,48.612,engine_ignition
B-8479157Q,2020-03-04,47.345,engine_ignition
B-8479157Q,2020-03-05,47.18,engine_ignition
B-8479157Q,2020-03-06,46.662,engine_ignition
B-8479157Q,2020-03-07,47.651,engine_ignition
B-8479157Q,2020-03-08,49.219,engine_ignition
B-8479157Q,2020-03-09,48.669,engine_ignition
B-8479157Q,2020-03-10,49.84,engine_ignition
B-8479157Q,2020-03-11,51.202,engine_ignition
B-8479157Q,2020-03-12,45.698,engine_ignition
B-8479157Q,2020-03-13,47.019,engine_ignition
B-8479157Q,2020-03-14,43.168,engine_ignition
B-8479157Q,2020-03-15,40.876,engine_ignition
B-8479157Q,2020-03-16,42.432,engine_ignition
B-8479157Q,2020-03-17,43.498,engine_ignition
B-8479157Q,2020-03-18,43.349,engine_ignition
B-8479157Q,2020-03-19,45.445,engine_ignition
B-8479157Q,2020-03-20,52.251,engine_ignition
B-8479157Q,2020-03-21,52.193,engine_ignition
B-8479157Q,2020-03-22,51.894,engine_ignition
B-8479157Q,2020-03-23,49.475,engine_ignition
B-8479157Q,2020-03-24,47.47,engine_ignition
B-8479157Q,2020-03-25,54.257,engine_ignition
B-8479157Q,2020-03-26,53.181,engine_ignition
B-8479157Q,2020-03-27,55.824,engine_ignition
B-8479157Q,2020-03-28,50.603,engine_ignition
B-8479157Q,2020-03-29,49.543,engine_ignition
B-8479157Q,2020-03-30,48.658,engine_ignition
B-8479157Q,2020-03-31,49.425,engine_ignition
B-8479157Q,2020-04-01,45.395,engine_ignition
w21325307E,2020-01-01,0.0,engine_ignition
w21325307E,2020-01-02,0.0,engine_ignition
w21325307E,2020-01-03,0.0,engine_ignition
w21325307E,2020-01-04,0.0,engine_ignition
w21325307E,2020-01-05,0.0,engine_ignition
w21325307E,2020-01-06,0.0,engine_ignition
w21325307E,2020-01-07,0.0,engine_ignition
w21325307E,2020-01-08,0.0,engine_ignition
w21325307E,2020-01-09,0.0,engine_ignition
w21325307E,2020-01-10,0.0,engine_ignition
w21325307E,2020-01-11,0.0,engine_ignition
w21325307E,2020-01-12,0.0,engine_ignition
w21325307E,2020-01-13,0.001,engine_ignition
w21325307E,2020-01-14,0.001,engine_ignition
w21325307E,2020-01-15,0.001,engine_ignition
w21325307E,2020-01-16,0.001,engine_ignition
w21325307E,2020-01-17,0.001,engine_ignition
w21325307E,2020-01-18,0.001,engine_ignition
w21325307E,2020-01-19,0.001,engine_ignition
w21325307E,2020-01-20,0.001,engine_ignition
w21325307E,2020-01-21,0.001,engine_ignition
w21325307E,2020-01-22,0.001,engine_ignition
w21325307E,2020-01-23,0.001,engine_ignition
w21325307E,2020-01-24,0.001,engine_ignition
w21325307E,2020-01-25,0.001,engine_ignition
w21325307E,2020-01-26,0.001,engine_ignition
w21325307E,2020-01-27,0.001,engine_ignition
w21325307E,2020-01-28,0.001,engine_ignition
w21325307E,2020-01-29,0.001,engine_ignition
w21325307E,2020-01-30,0.001,engine_ignition
w21325307E,2020-01-31,0.001,engine_ignition
w21325307E,2020-02-01,0.001,engine_ignition
w21325307E,2020-02-02,0.001,engine_ignition
w21325307E,2020-02-03,0.001,engine_ignition
w21325307E,2020-02-04,0.001,engine_ignition
w21325307E,2020-02-05,0.001,engine_ignition
w21325307E,2020-02-06,0.001,engine_ignition
w21325307E,2020-02-07,0.001,engine_ignition
w21325307E,2020-02-08,0.0,engine_ignition
w21325307E,2020-02-09,0.001,engine_ignition
w21325307E,2020-02-10,0.001,engine_ignition
w21325307E,2020-02-11,0.001,engine_ignition
w21325307E,2020-02-12,0.001,engine_ignition
w21325307E,2020-02-13,0.001,engine_ignition
w21325307E,2020-02-14,0.001,engine_ignition
w21325307E,2020-02-15,-0.169,engine_ignition
w21325307E,2020-02-16,-0.509,engine_ignition
w21325307E,2020-02-17,-0.849,engine_ignition
w21325307E,2020-02-18,-1.189,engine_ignition
w21325307E,2020-02-19,-1.528,engine_ignition
w21325307E,2020-02-20,-1.868,engine_ignition
w21325307E,2020-02-21,-2.208,engine_ignition
w21325307E,2020-02-22,-2.378,engine_ignition
w21325307E,2020-02-23,-2.718,engine_ignition
w21325307E,2020-02-24,-3.058,engine_ignition
w21325307E,2020-02-25,-3.398,engine_ignition
w21325307E,2020-02-26,-3.738,engine_ignition
w21325307E,2020-02-27,-4.078,engine_ignition
w21325307E,2020-02-28,-4.418,engine_ignition
w21325307E,2020-02-29,-4.758,engine_ignition
w21325307E,2020-03-01,-5.098,engine_ignition
w21325307E,2020-03-02,-5.268,engine_ignition
w21325307E,2020-03-03,-5.607,engine_ignition
w21325307E,2020-03-04,-5.948,engine_ignition
w21325307E,2020-03-05,-6.287,engine_ignition
w21325307E,2020-03-06,-6.627,engine_ignition
w21325307E,2020-03-07,-6.968,engine_ignition
w21325307E,2020-03-08,-7.307,engine_ignition
w21325307E,2020-03-09,-7.648,engine_ignition
w21325307E,2020-03-10,-7.988,engine_ignition
w21325307E,2020-03-11,-8.158,engine_ignition
w21325307E,2020-03-12,-8.498,engine_ignition
w21325307E,2020-03-13,-8.838,engine_ignition
w21325307E,2020-03-14,-9.178,engine_ignition
w21325307E,2020-03-15,-9.518,engine_ignition
w21325307E,2020-03-16,-9.858,engine_ignition
w21325307E,2020-03-17,-10.198,engine_ignition
w21325307E,2020-03-18,-10.538,engine_ignition
w21325307E,2020-03-19,-10.878,engine_ignition
w21325307E,2020-03-20,-11.218,engine_ignition
w21325307E,2020-03-21,-11.388,engine_ignition
w21325307E,2020-03-22,-11.728,engine_ignition
w21325307E,2020-03-23,-12.068,engine_ignition
w21325307E,2020-03-24,-12.408,engine_ignition
w21325307E,2020-03-25,-12.748,engine_ignition
w21325307E,2020-03-26,-13.088,engine_ignition
w21325307E,2020-03-27,-13.428,engine_ignition
w21325307E,2020-03-28,-13.768,engine_ignition
w21325307E,2020-03-29,-14.108,engine_ignition
w21325307E,2020-03-30,-14.278,engine_ignition
w21325307E,2020-03-31,-14.618,engine_ignition
w21325307E,2020-04-01,-14.959,engine_ignition
G-2990262b,2020-01-01,2.09,engine_ignition
G-2990262b,2020-01-02,-1.107,engine_ignition
G-2990262b,2020-01-03,0.36,engine_ignition
G-2990262b,2020-01-04,-1.788,engine_ignition
G-2990262b,2020-01-05,-0.311,engine_ignition
G-2990262b,2020-01-06,4.129,engine_ignition
G-2990262b,2020-01-07,2.534,engine_ignition
G-2990262b,2020-01-08,1.179,engine_ignition
G-2990262b,2020-01-09,-3.618,engine_ignition
G-2990262b,2020-01-10,-6.296,engine_ignition
G-2990262b,2020-01-11,-4.888,engine_ignition
G-2990262b,2020-01-12,-10.123,engine_ignition
G-2990262b,2020-01-13,-9.969,engine_ignition
G-2990262b,2020-01-14,-5.1,engine_ignition
G-2990262b,2020-01-15,-7.184,engine_ignition
G-2990262b,2020-01-16,-6.772,engine_ignition
G-2990262b,2020-01-17,-4.797,engine_ignition
G-2990262b,2020-01-18,-4.234,engine_ignition
G-2990262b,2020-01-19,0.823,engine_ignition
G-2990262b,2020-01-20,-4.257,engine_ignition
G-2990262b,2020-01-21,-6.301,engine_ignition
G-2990262b,2020-01-22,-9.361,engine_ignition
G-2990262b,2020-01-23,-5.76,engine_ignition
G-2990262b,2020-01-24,-5.666,engine_ignition
G-2990262b,2020-01-25,-2.052,engine_ignition
